code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
000070,特发信息,17.73,9.987592697143555,通信设备,2,092500,092500,0,20260211,akshare_em
600589,大位科技,12.6,10.043667793273926,IT服务Ⅱ,3,092500,092500,0,20260211,akshare_em
000892,欢瑞世纪,9.87,10.033445358276367,影视院线,3,092500,094927,3,20260211,akshare_em
605287,德才股份,61.24,10.005389213562012,装修装饰,3,092500,143315,9,20260211,akshare_em
002723,小崧股份,11.62,10.03787899017334,照明设备,2,092500,144239,2,20260211,akshare_em
001896,豫能控股,7.54,10.072992324829102,电力,1,092500,092500,0,20260211,akshare_em
603533,掌阅科技,31.09,10.014154434204102,数字媒体,3,092501,092501,0,20260211,akshare_em
603729,龙韵股份,23.76,10.0,广告营销,3,092501,092501,0,20260211,akshare_em
001217,华尔泰,16.65,9.973579406738281,化学原料,1,093000,093000,0,20260211,akshare_em
002323,雅博股份,2.38,10.185185432434082,专业工程,3,093003,093003,0,20260211,akshare_em
002455,百川股份,14.83,10.014836311340332,化学制品,4,093042,093657,1,20260211,akshare_em
605006,山东玻纤,9.27,9.964412689208984,玻璃玻纤,1,093054,093054,0,20260211,akshare_em
002757,南兴股份,24.52,10.004486083984375,专用设备,1,093245,093245,0,20260211,akshare_em
600545,卓郎智能,2.98,9.963099479675293,专用设备,1,093252,150000,4,20260211,akshare_em
002080,中材科技,45.34,9.995148658752441,玻璃玻纤,1,093306,093306,0,20260211,akshare_em
603138,海量数据,20.56,10.005350112915039,IT服务Ⅱ,1,093350,094638,1,20260211,akshare_em
603608,天创时尚,11.5,10.047846794128418,服装家纺,1,093434,101128,2,20260211,akshare_em
600176,中国巨石,25.65,9.991423606872559,玻璃玻纤,1,093436,132648,2,20260211,akshare_em
301526,国际复材,11.8,20.040693283081055,玻璃玻纤,1,093609,093609,0,20260211,akshare_em
603968,醋化股份,15.68,10.035087585449219,化学制品,2,093703,094215,1,20260211,akshare_em
603256,宏和科技,66.61,10.008257865905762,玻璃玻纤,1,093738,093738,0,20260211,akshare_em
002842,翔鹭钨业,35.01,9.990574836730957,小金属,1,093918,093918,0,20260211,akshare_em
300819,聚杰微纤,52.56,20.0,纺织制造,1,094142,101539,1,20260211,akshare_em
603601,再升科技,12.1,10.0,专业工程,1,094249,132019,1,20260211,akshare_em
002378,章源钨业,27.64,9.988061904907227,小金属,1,094400,094712,2,20260211,akshare_em
603682,锦和商管,7.73,9.957324981689453,一般零售,1,094405,094405,0,20260211,akshare_em
605033,美邦股份,23.69,9.981430053710938,农化制品,1,094717,094717,0,20260211,akshare_em
600397,江钨装备,13.01,9.974640846252441,专用设备,1,095217,105344,2,20260211,akshare_em
603980,吉华集团,8.72,9.96216869354248,化学制品,3,095534,133843,9,20260211,akshare_em
002951,金时科技,16.1,9.972677230834961,其他电源,1,095548,095548,0,20260211,akshare_em
600186,莲花控股,6.63,9.950248718261719,调味发酵,1,100246,102516,2,20260211,akshare_em
603629,利通电子,57.12,9.994222640991211,消费电子,1,100751,133609,11,20260211,akshare_em
000510,新金路,16.48,10.013350486755371,化学原料,1,102045,102045,0,20260211,akshare_em
600980,北矿科技,26.44,9.983360290527344,专用设备,1,102304,102304,0,20260211,akshare_em
600292,电投水电,15.49,10.014204978942871,环境治理,1,102848,145542,1,20260211,akshare_em
688035,德邦科技,61.82,19.99223518371582,电子化学,1,102944,140847,5,20260211,akshare_em
000659,珠海中富,4.84,10.0,包装印刷,1,103300,144151,4,20260211,akshare_em
002340,格林美,9.5,9.953703880310059,电池,1,103830,143330,4,20260211,akshare_em
003018,金富科技,23.54,10.0,包装印刷,1,104318,104318,0,20260211,akshare_em
000962,东方钽业,44.54,10.002470016479492,小金属,1,105142,105142,0,20260211,akshare_em
002270,华明装备,34.75,10.003166198730469,电网设备,1,110618,110618,0,20260211,akshare_em
603125,常青科技,20.17,9.978190422058105,化学制品,1,111641,130005,4,20260211,akshare_em
600722,金牛化工,10.34,10.0,化学原料,1,111715,111715,0,20260211,akshare_em
002470,金正大,2.27,10.194174766540527,农化制品,1,112345,112345,0,20260211,akshare_em
000657,中钨高新,52.37,9.997900009155273,小金属,1,131227,131227,0,20260211,akshare_em
601121,宝地矿业,8.71,9.974746704101562,冶钢原料,1,132034,132034,0,20260211,akshare_em
001376,百通能源,21.13,9.994794845581055,电力,1,133421,133421,0,20260211,akshare_em
002254,泰和新材,13.64,10.0,化学纤维,1,133754,133754,0,20260211,akshare_em
600583,海油工程,7.17,9.969325065612793,油服工程,1,135629,143505,1,20260211,akshare_em
001267,汇绿生态,28.93,10.0,基础建设,1,140636,140636,0,20260211,akshare_em
001359,平安电工,85.2,10.00645637512207,塑料,1,141433,141433,0,20260211,akshare_em
